Hospital,insurance_provider,total_billing,pct_of_hospital_revenue
Ryan-Richardson,UnitedHealthcare,24197.01,100
Ryan-Washington,Aetna,32553.67,100
Ryan-Wood,Aetna,42941.61,100
Salas Ltd,Blue Cross,18140.72,100
"Salas, Costa and Frank",Medicare,5467.29,100
"Salas, Rodriguez and Phillips",UnitedHealthcare,16060.59,100
Salazar Group,Blue Cross,45667.4,100
Salazar LLC,Medicare,34596.27,100
Salazar Ltd,Medicare,48205.95,100
"Salazar, Jensen and Johnston",Aetna,26548.3,100
"Salazar, Moreno and Adams",Aetna,38584.14,100
"Salazar, Williams and Byrd",Medicare,43535.61,100
Salazar-Giles,Aetna,3683.3,100
Salazar-Hampton,Medicare,23777.8,100
Salazar-Walter,Aetna,14628,100
Salinas-Carpenter,Medicare,12722.92,100
Salinas-Stein,Medicare,36235.83,100
"Sampson, Nicholson and Gonzalez",Aetna,23862.63,100
"Sampson, Weiss and Hernandez",UnitedHealthcare,31895.24,100
Sampson-Calderon,Blue Cross,13483.06,100
Sampson-Martin,Aetna,19498.54,100
Sanchez Group,UnitedHealthcare,40443.51,64.5
Sanchez Group,Medicare,22263.7,35.5
Sanchez Inc,Medicare,2371.28,100
Sanchez LLC,Blue Cross,33795.96,57.99
Sanchez LLC,Medicare,16280.91,27.94
Sanchez LLC,Cigna,8199.04,14.07
Sanchez Ltd,UnitedHealthcare,54671.05,100
Sanchez PLC,Blue Cross,53131.39,71.86
Sanchez PLC,UnitedHealthcare,20804.63,28.14
Sanchez and Sons,Medicare,30105.38,100
"Sanchez, Andrews and Lane",UnitedHealthcare,5958.4,100
"Sanchez, Baker and Hudson",Blue Cross,33173.12,100
"Sanchez, Cooke and Strickland",UnitedHealthcare,11184.77,100
"Sanchez, Cummings and Sanchez",UnitedHealthcare,9318.11,100
"Sanchez, Hall and Bradley",Aetna,22804.33,100
"Sanchez, Hawkins and King",UnitedHealthcare,14243.29,100
"Sanchez, Henry and Santos",Blue Cross,34695.13,100
"Sanchez, Hernandez and Smith",UnitedHealthcare,40406.56,100
"Sanchez, Mcintyre and Fernandez",UnitedHealthcare,34659.16,100
"Sanchez, Odonnell and Baker",UnitedHealthcare,1205,100
"Sanchez, Perry and Caldwell",Medicare,27669.87,100
"Sanchez, Perry and Gray",Aetna,10108.85,100
"Sanchez, Phillips and Miller",Cigna,39416.19,100
"Sanchez, Reyes and Riley",Cigna,23854.15,100
"Sanchez, Santana and Shepherd",UnitedHealthcare,1639.94,100
"Sanchez, Smith and Brooks",Aetna,34511.36,100
"Sanchez, Vance and Frye",Blue Cross,37849.93,100
"Sanchez, Webb and Jones",Medicare,45275.82,100
"Sanchez, Willis and Gonzalez",Aetna,13481.72,100
Sanchez-Adams,Cigna,9701.4,100
Sanchez-Barker,Aetna,49234.32,100
Sanchez-Brown,Aetna,46086.26,100
Sanchez-Clark,Medicare,17586.13,100
Sanchez-Cordova,Medicare,32384.87,100
Sanchez-Hernandez,Blue Cross,45679.93,100
Sanchez-Hines,Cigna,45081.41,100
Sanchez-Jones,UnitedHealthcare,45770.03,100
Sanchez-Morris,Cigna,36862.23,100
Sanchez-Norman,UnitedHealthcare,43419.96,100
Sanchez-Olsen,Aetna,7643.98,100
Sanchez-Schneider,Cigna,35569.58,100
Sanchez-Scott,Blue Cross,46465.23,100
Sanchez-Simon,Aetna,43779.49,100
Sanchez-Wright,Medicare,37366.26,100
Sanders Group,Medicare,38080.06,100
Sanders LLC,Cigna,13242.64,100
Sanders Ltd,UnitedHealthcare,67829.9,75.21
Sanders Ltd,Medicare,22356.08,24.79
Sanders PLC,UnitedHealthcare,10943.54,100
Sanders and Sons,UnitedHealthcare,5936.85,100
"Sanders, Kent and Martin",Cigna,49900.08,100
"Sanders, Pham and Ayala",Blue Cross,20564.36,100
"Sanders, Robertson and Williams",Medicare,49951.26,100
"Sanders, Smith and Taylor",Aetna,22625.93,100
"Sanders, Williams and Martinez",Cigna,34077.93,100
Sanders-Bowman,Medicare,43898.8,100
Sanders-Medina,Medicare,35490.26,100
Sanders-Stewart,UnitedHealthcare,39564.57,100
Sandoval Group,Cigna,5818.81,100
Sandoval LLC,Blue Cross,26920.75,100
Sandoval PLC,UnitedHealthcare,48301.59,100
"Sandoval, Avery and Jimenez",Cigna,7841.8,100
"Sandoval, Russell and Mills",Cigna,44490.21,100
"Sandoval, Schroeder and Washington",Aetna,47547.17,100
Sandoval-Ellis,Aetna,16957.17,100
Sanford Inc,UnitedHealthcare,3501.23,100
"Sanford, Lloyd and Townsend",Cigna,4682,100
"Sanford, Williams and Hernandez",Aetna,17019.11,100
Sanford-Shaffer,Medicare,31911.13,100
Santana Group,Medicare,45904.68,100
Santana Inc,Cigna,12472.4,100
Santana Ltd,Cigna,35769.72,100
"Santana, Henderson and Brewer",Medicare,4130.87,100
Santiago Group,Blue Cross,37569.62,100
Santiago and Sons,UnitedHealthcare,27226.03,65.28
Santiago and Sons,Aetna,14477.95,34.72
"Santiago, Garcia and Bass",Aetna,43647.08,100
"Santiago, Lin and Flores",Medicare,12668.53,100
"Santiago, Rogers and Juarez",Blue Cross,19702.91,100
"Santiago, Spencer and Hardin",Medicare,4997.58,100
Santiago-Mccoy,Blue Cross,31630.19,100
Santiago-Moon,Blue Cross,26655.77,100
Santos Group,Cigna,32144.19,100
Santos Ltd,UnitedHealthcare,7419.35,100
Santos PLC,Aetna,20635.83,100
Santos-Davis,Medicare,42927.1,100
Santos-Ingram,Cigna,40021.19,100
Saunders Inc,Blue Cross,9422.81,100
Saunders and Sons,Aetna,44563.63,100
"Saunders, Barker and Brown",UnitedHealthcare,8601.43,100
"Saunders, Blake and Bell",Aetna,1997.33,100
"Saunders, Welch and Palmer",Cigna,21005.63,100
Saunders-Hudson,Blue Cross,32007.35,100
Saunders-Nguyen,Blue Cross,16188.84,100
Savage and Sons,Blue Cross,12491.09,100
"Savage, Hill and Faulkner",Medicare,46026.91,100
"Savage, Perkins and Berry",Aetna,29269.66,100
"Savage, Ramirez and Haney",UnitedHealthcare,34762.97,100
Savage-Baker,Blue Cross,46125.01,100
Savage-Collier,Aetna,1971.47,100
Savage-Sanchez,UnitedHealthcare,4661.98,100
Sawyer Ltd,Blue Cross,36401.66,100
Sawyer and Sons,UnitedHealthcare,29167.34,100
"Sawyer, Dennis and Lozano",UnitedHealthcare,38761.28,100
"Sawyer, Kelly and Lane",Blue Cross,20185.64,100
Sawyer-Glover,Aetna,5607.58,100
Sawyer-Harrison,Blue Cross,29153.88,100
Sawyer-Martin,Aetna,13435.59,100
Schaefer LLC,Blue Cross,30514.77,100
Schaefer and Sons,Cigna,40247.69,100
"Schaefer, Cherry and Brooks",UnitedHealthcare,43874.28,100
"Schaefer, Leonard and Baker",UnitedHealthcare,42120.73,100
"Schaefer, Sandoval and Schneider",Medicare,18843.14,100
Schaefer-James,Medicare,34730.57,100
Schaefer-Vazquez,Cigna,4229.62,100
Schmidt Group,UnitedHealthcare,29564.33,100
Schmidt Inc,UnitedHealthcare,41051.61,100
Schmidt LLC,Aetna,31116.18,100
Schmidt Ltd,UnitedHealthcare,6849.02,100
Schmidt and Sons,Medicare,25369.7,100
"Schmidt, Bauer and Taylor",Blue Cross,37045.17,100
"Schmidt, Byrd and Benitez",Blue Cross,29405.13,100
"Schmidt, Garcia and Dunn",Cigna,2251.9,100
"Schmidt, Jackson and Luna",Cigna,3717.53,100
"Schmidt, Shaw and Adams",Blue Cross,35814.74,100
"Schmidt, Williams and Alvarez",UnitedHealthcare,5314.57,100
Schmidt-Brewer,Aetna,28110.55,100
Schmidt-Kelly,Cigna,28369.14,100
Schmidt-Lee,Medicare,10018.58,100
Schmidt-Weaver,Aetna,11994.26,100
Schmidt-Wilson,Medicare,41992.04,100
Schmitt LLC,Blue Cross,5645.58,100
"Schmitt, Baldwin and Gutierrez",Medicare,45961.13,100
"Schmitt, Sanchez and Cross",Aetna,30331.86,100
Schneider Ltd,Blue Cross,18685.72,100
Schneider and Sons,Cigna,48018.2,100
"Schneider, Gonzalez and Jackson",Blue Cross,27369.15,100
"Schneider, Martinez and Acosta",Aetna,25894.76,100
"Schneider, Oneill and Williams",Blue Cross,21590.06,100
"Schneider, Payne and Miller",UnitedHealthcare,9824.27,100
Schneider-Brown,UnitedHealthcare,23161.27,100
Schneider-Clark,Medicare,14360.82,100
Schneider-Stein,Aetna,17612,100
Schneider-Williams,Cigna,23659.46,100
Schroeder LLC,Aetna,19835.73,100
"Schroeder, Bishop and Gray",UnitedHealthcare,15796.46,100
"Schroeder, Brown and Solis",Cigna,47165.3,100
"Schroeder, Lee and Perry",UnitedHealthcare,28830.35,100
Schroeder-Adams,Blue Cross,23932.09,100
Schroeder-Barrera,UnitedHealthcare,9217.29,100
Schroeder-Campbell,Cigna,36124.68,100
Schultz Group,Cigna,33388.12,100
Schultz Ltd,UnitedHealthcare,11818.09,60.11
Schultz Ltd,Blue Cross,7843.54,39.89
Schultz and Sons,Blue Cross,11277.17,100
"Schultz, Hodge and Cannon",Cigna,25957.89,100
"Schultz, Lane and Ball",Blue Cross,7087.37,100
Schultz-Duncan,Cigna,19716.06,100
Schultz-Gomez,Aetna,38807.55,100
Schultz-Jones,Medicare,40461.42,100
Schultz-Powers,Blue Cross,42610.7,100
Schwartz Group,UnitedHealthcare,16558.89,100
Schwartz LLC,Blue Cross,45306.21,100
Schwartz PLC,Blue Cross,37246.82,92.29
Schwartz PLC,Cigna,3110.03,7.71
"Schwartz, Lowery and Anderson",Blue Cross,12517.38,100
"Schwartz, Padilla and Newman",Medicare,25956.52,100
"Schwartz, Young and Rodriguez",Cigna,34500.71,100
Schwartz-Gross,Medicare,20226.43,100
Scott Group,Blue Cross,20309.54,100
Scott Inc,Medicare,7938.84,59.82
Scott Inc,Cigna,5331.68,40.18
Scott LLC,Blue Cross,33646.09,66.71
Scott LLC,UnitedHealthcare,16793.6,33.29
Scott Ltd,Aetna,82098.96,97.26
Scott Ltd,Medicare,2313.39,2.74
Scott PLC,Cigna,62699.88,37.88
Scott PLC,Medicare,36102.39,21.81
Scott PLC,UnitedHealthcare,26053.97,15.74
Scott and Sons,Aetna,71160.47,60.45
Scott and Sons,Cigna,46556.27,39.55
"Scott, Bailey and Reid",UnitedHealthcare,39553.32,100
"Scott, Carrillo and Frank",Blue Cross,9781.23,100
"Scott, Johnson and Cannon",UnitedHealthcare,10655.37,100
"Scott, Lambert and Cole",Aetna,48785.14,100
"Scott, Mcguire and Jones",Aetna,46515.23,100
"Scott, Morrow and Atkinson",Cigna,44924.83,100
"Scott, Sawyer and Hudson",UnitedHealthcare,32270.15,100
"Scott, White and Gardner",Aetna,36346.62,100
Scott-Allen,Medicare,15391.66,100
Scott-Farmer,Blue Cross,29191.82,100
Scott-Horton,Blue Cross,2074.03,100
Scott-Rodriguez,Aetna,8077.51,100
Scott-Rush,Blue Cross,45976.47,100
Sellers and Sons,Medicare,32665.8,100
"Sellers, Johnson and Wallace",Cigna,5120.18,100
"Sellers, Peterson and Gomez",Cigna,10302.96,100
Sellers-Haas,Cigna,44745.09,100
Serrano Group,Cigna,42473.73,100
"Serrano, Ellis and Morton",Medicare,17207.25,100
"Serrano, Stone and Cantu",Medicare,14141.45,100
Serrano-Morris,Cigna,6449.3,100
Serrano-Spencer,Aetna,22516.26,100
"Sexton, Dyer and Clarke",Aetna,4779.89,100
"Sexton, Smith and Flowers",Medicare,23579.69,100
Sexton-Hernandez,UnitedHealthcare,16014.08,100
Shaffer LLC,UnitedHealthcare,18986.33,100
Shaffer Ltd,Medicare,18538.95,62.06
Shaffer Ltd,Blue Cross,11335.32,37.94
"Shaffer, Boyd and Bowman",UnitedHealthcare,29125.79,100
"Shaffer, King and Hensley",Aetna,5271.69,100
"Shaffer, White and Finley",Cigna,19038.58,100
Shaffer-Brooks,Blue Cross,4184.29,100
Shaffer-Burns,Medicare,13041.68,100
Shaffer-Mooney,Medicare,19440.15,100
Shah Inc,UnitedHealthcare,40922.67,100
Shah PLC,Blue Cross,30534.65,100
"Shah, Cook and French",Cigna,46252.89,100
Shah-Cook,Aetna,30593.59,100
Shannon Group,Medicare,24020.73,100
"Shannon, Jackson and Deleon",Aetna,45186.3,100
"Shannon, Smith and Moore",Cigna,45776.52,100
"Sharp, Allen and Lopez",Medicare,13566.57,100
"Sharp, Fuller and Cruz",Blue Cross,47549.05,100
"Sharp, Giles and Pollard",Aetna,26968.69,100
"Sharp, Mahoney and Holmes",Medicare,7156.42,100
Sharp-Hughes,Aetna,10833.65,100
Sharp-Nelson,Cigna,11720.13,100
Shaw Group,Medicare,47899.54,100
Shaw LLC,Aetna,69554.1,100
Shaw Ltd,Aetna,5840.76,100
Shaw PLC,Aetna,23684.92,100
Shaw and Sons,Blue Cross,43497.94,75.21
Shaw and Sons,Aetna,14334.33,24.79
"Shaw, Bailey and Shepard",Cigna,28266.43,100
"Shaw, Cuevas and Richards",UnitedHealthcare,41490.31,100
"Shaw, Hernandez and Ford",Cigna,29878.88,100
"Shaw, Huerta and Chapman",Blue Cross,42424.76,100
"Shaw, Ingram and Ramirez",Aetna,8831.53,100
"Shaw, Rojas and Garcia",Aetna,20854.95,100
Shaw-Davis,Medicare,30395.38,100
Shaw-Harrington,Cigna,37089.49,100
Shaw-Miller,UnitedHealthcare,14251.92,100
Shaw-Walker,UnitedHealthcare,27327.57,100
Shaw-Weeks,Medicare,44774.41,100
Shea LLC,Cigna,20142.76,100
"Shea, Duran and Johnson",Aetna,39465.44,100
"Shelton, Collins and Morgan",Aetna,10664.31,100
"Shelton, Davidson and Hardy",Aetna,26186.03,100
"Shelton, Doyle and Silva",Blue Cross,46252.6,100
Shelton-Johnson,Cigna,49619.86,100
Shepard LLC,Cigna,6401.27,100
Shepard Ltd,UnitedHealthcare,21787.95,100
Shepard PLC,UnitedHealthcare,30419.75,100
"Shepard, Blair and Mason",Blue Cross,19119.36,100
"Shepard, Velasquez and Jensen",UnitedHealthcare,9969.77,100
Shepard-Garcia,Aetna,1431.35,100
Shepard-Lewis,Blue Cross,42258.43,100
Shepard-Li,Blue Cross,23249.14,100
Shepard-Nelson,Aetna,15821.83,100
Shepherd and Sons,Cigna,45430.77,100
"Shepherd, Bates and Hayden",Aetna,26042.27,100
"Shepherd, Caldwell and Bailey",UnitedHealthcare,41845.22,100
Shepherd-Alexander,Cigna,20964.4,100
Shepherd-Hartman,UnitedHealthcare,37713.94,100
Shepherd-Reeves,Medicare,22361.08,100
Shepherd-Simmons,Blue Cross,45306.6,100
Sheppard Inc,Cigna,30056.57,100
"Sheppard, Banks and Wells",Medicare,22369.63,100
"Sheppard, Miller and Jackson",UnitedHealthcare,37885.41,100
Sheppard-Morales,Aetna,5001.4,100
Sherman LLC,Blue Cross,17592.87,100
Sherman and Sons,Blue Cross,23028.26,92.84
Sherman and Sons,Cigna,1776.28,7.16
"Sherman, Allen and Hodges",Cigna,4312.46,100
"Sherman, Gonzales and Wong",UnitedHealthcare,24522.67,100
Sherman-May,Medicare,4316.54,100
"Shields, Chase and Hernandez",Medicare,36233.91,100
Short LLC,Cigna,24578.18,100
Short Ltd,UnitedHealthcare,39459.44,60.54
Short Ltd,Blue Cross,25719.21,39.46
Short PLC,Cigna,9726.59,100
"Short, Glass and Morgan",UnitedHealthcare,38450.63,100
"Short, Glenn and Dougherty",Aetna,17199.67,100
"Short, Torres and Nolan",Medicare,4048.73,100
Short-Jackson,Cigna,42025.2,100
Silva Group,Blue Cross,74125.44,100
Silva LLC,Medicare,1764.86,100
Silva Ltd,Medicare,48959.71,42.86
Silva Ltd,Aetna,34154.27,29.9
Silva Ltd,Cigna,31127.82,27.25
Silva and Sons,Medicare,35921.25,67.27
Silva and Sons,UnitedHealthcare,17479.53,32.73
"Silva, Adams and Price",Medicare,20230.45,100
"Silva, Garcia and Hicks",Blue Cross,24260.34,100
"Silva, Hammond and Arnold",Medicare,46972.34,100
"Silva, Thompson and Austin",Aetna,30468.49,100
Silva-Butler,Blue Cross,12117.9,100
Silva-Jennings,Blue Cross,18232.77,100
Silva-Rodriguez,Aetna,25817.7,100
Silva-Ross,Cigna,26981.63,100
Silva-Roth,Cigna,47725.06,100
Silva-Scott,Aetna,41913.25,100
Silva-Stephenson,Medicare,19286.48,100
Simmons Group,Blue Cross,20086.9,100
Simmons Inc,Medicare,30222.78,100
Simmons Ltd,Cigna,47974.39,53.32
Simmons Ltd,Blue Cross,41995.87,46.68
Simmons PLC,UnitedHealthcare,4888.1,100
"Simmons, Barajas and Spencer",Aetna,3201.84,100
"Simmons, Clayton and Durham",UnitedHealthcare,40676.7,100
"Simmons, Herrera and Peterson",Blue Cross,23527.84,100
"Simmons, Richards and Lewis",Medicare,15263.98,100
"Simmons, Rivera and Johnson",Aetna,22144.31,100
"Simmons, Weber and White",Blue Cross,22171.13,100
Simmons-Cordova,Blue Cross,17547.57,100
Simmons-Davis,Blue Cross,41482.6,100
Simmons-Jennings,Medicare,18734.46,100
Simmons-Lewis,Aetna,5293.75,100
Simmons-Mcdaniel,Aetna,24310.25,100
Simmons-Mcfarland,Medicare,10562.51,100
Simmons-Montoya,Cigna,33814.08,100
Simmons-Patrick,Cigna,7251.79,100
Simmons-Ross,Medicare,16824.26,100
Simmons-Watson,Medicare,43953.82,100
Simmons-Young,Cigna,14474.87,100
Simon LLC,Blue Cross,37095.79,100
Simon PLC,Blue Cross,10805.15,100
"Simon, Mccormick and Lee",Blue Cross,39404.24,100
"Simon, Thomas and Mayer",Blue Cross,21495.44,100
Simpson Group,Aetna,17185.19,100
Simpson Ltd,UnitedHealthcare,46405.61,100
Simpson PLC,UnitedHealthcare,6249.44,100
Simpson and Sons,Medicare,17953.43,100
"Simpson, Baker and Mcneil",Blue Cross,27739.06,100
"Simpson, Boyd and Burke",Blue Cross,46320.03,100
"Simpson, Hill and Campbell",Cigna,8330.79,100
"Simpson, Medina and Hensley",Medicare,19972.93,100
"Simpson, Munoz and Parker",Aetna,23605.85,100
"Simpson, Wolf and Gonzalez",Cigna,40432.99,100
"Simpson, Wong and Foley",Aetna,8219.29,100
Simpson-Hicks,UnitedHealthcare,11734.3,100
Simpson-Hobbs,Aetna,16583.48,100
Simpson-Perry,Aetna,36441.79,100
Simpson-Ross,Aetna,3748.4,100
Simpson-Shaw,Aetna,42052.52,100
Simpson-Terrell,Cigna,37953,100
Simpson-Weaver,Blue Cross,27960.56,100
Sims Group,Aetna,46664.29,88.7
Sims Group,Medicare,5944.99,11.3
Sims Inc,Blue Cross,43771.48,90.64
Sims Inc,UnitedHealthcare,4518.75,9.36
Sims LLC,Medicare,8753.97,100
Sims Ltd,Blue Cross,19313.96,100
Sims PLC,Medicare,27026.16,73.45
Sims PLC,Aetna,9766.82,26.55
Sims and Sons,Blue Cross,29837.12,82.67
Sims and Sons,Aetna,6253.51,17.33
"Sims, Bates and Hawkins",Medicare,41165.99,100
"Sims, Crawford and Graham",UnitedHealthcare,28780.05,100
"Sims, Gutierrez and Meza",Cigna,4333.48,100
"Sims, King and Martin",UnitedHealthcare,8129.36,100
"Sims, Moore and Kelly",UnitedHealthcare,39884.67,100
"Sims, Watts and Baxter",Medicare,2277.42,100
Singh and Sons,Aetna,5718.78,100
"Singh, Vasquez and Benton",Blue Cross,35540.05,100
Singh-Anderson,UnitedHealthcare,5397.67,100
Singh-Cruz,Medicare,37487.56,100
Singleton Ltd,Aetna,37071.55,100
Singleton and Sons,UnitedHealthcare,8034.45,87.78
Singleton and Sons,Blue Cross,1119,12.22
"Singleton, Cross and Jordan",UnitedHealthcare,21470.42,100
Singleton-Ward,Cigna,36815.53,100
"Skinner, Fisher and Todd",Blue Cross,43285.67,100
"Skinner, Francis and Newman",Aetna,29103.99,100
"Skinner, Rodriguez and Palmer",Medicare,32380.07,100
Skinner-Casey,Cigna,42697.15,100
Skinner-Reese,UnitedHealthcare,41603.3,100
Skinner-Tyler,UnitedHealthcare,31615.58,100
"Sloan, Cowan and Munoz",Blue Cross,44783.96,100
"Sloan, Smith and Lopez",Aetna,19740.58,100
Sloan-Ferguson,Aetna,26446.14,100
Sloan-Lyons,Blue Cross,36158.41,100
Small and Sons,UnitedHealthcare,30979.1,100
"Small, Kramer and Walters",Medicare,9615.72,100
Small-Williams,Aetna,9666.18,100
Small-Wyatt,Medicare,10408,100
Smith Group,Cigna,65644.07,26.51
Smith Group,Medicare,54643.95,22.07
Smith Group,Aetna,49578.89,20.02
Smith Inc,Blue Cross,148769.54,42.33
Smith Inc,Cigna,105360.3,29.98
Smith Inc,Aetna,48418.45,13.78
Smith LLC,Medicare,76006.92,68.17
Smith LLC,Cigna,16503.41,14.8
Smith LLC,UnitedHealthcare,16486.59,14.79
Smith Ltd,Medicare,176272.66,41.17
Smith Ltd,Aetna,113022.12,26.4
Smith Ltd,UnitedHealthcare,90389.67,21.11
Smith PLC,Blue Cross,154881.18,35.83
Smith PLC,Medicare,136144.3,31.49
Smith PLC,UnitedHealthcare,73620.13,17.03
Smith and Sons,Medicare,132723.73,27.79
Smith and Sons,Aetna,112361.11,23.52
Smith and Sons,Blue Cross,105555.93,22.1
"Smith, Adkins and Richards",UnitedHealthcare,30055.59,100
"Smith, Bentley and Wright",Cigna,41076.06,100
"Smith, Blanchard and Mcclure",Cigna,15084.55,100
"Smith, Boone and Brock",Cigna,11168.76,100
"Smith, Brown and Smith",Blue Cross,49818.51,100
"Smith, Buck and Payne",Medicare,17690.8,100
"Smith, Cantrell and Norton",Aetna,26660.61,100
"Smith, Cardenas and Allen",Medicare,18268.89,100
"Smith, Carpenter and Reynolds",Cigna,15583.46,100
"Smith, Carter and Reyes",UnitedHealthcare,37931.75,100
"Smith, Castro and Moore",Aetna,16001.77,100
"Smith, Cooper and Chavez",Aetna,49974.3,100
"Smith, Cox and Combs",Cigna,13730.43,100
"Smith, Dillon and Kemp",Aetna,11929.8,100
"Smith, Edwards and Obrien",Aetna,24903.04,100
"Smith, Fleming and Wells",Aetna,30923.23,100
"Smith, Franklin and Davis",Medicare,15671.29,100
"Smith, Gibson and Campbell",Medicare,38551.13,100
"Smith, Gomez and Mann",Cigna,18301.33,100
"Smith, Gonzalez and Anderson",Medicare,18976.97,100
"Smith, Gordon and Bond",Medicare,11566.11,100
"Smith, Green and Turner",Medicare,23528.64,100
"Smith, Griffith and Olson",Aetna,18873.34,100
"Smith, Harmon and Brown",Blue Cross,23384.29,100
"Smith, Harris and Brown",Medicare,22615.64,100
"Smith, Harris and Elliott",Aetna,34170.64,100
"Smith, Hayes and Reeves",Medicare,40815.12,100
"Smith, Howard and Kent",Aetna,39221.78,100
"Smith, Hudson and Baker",Medicare,20712.71,100
"Smith, Huff and Wilson",Aetna,15488.79,100
"Smith, Jimenez and Church",Medicare,47926.65,100
"Smith, Johnson and Simmons",UnitedHealthcare,23788.44,100
"Smith, Johnson and Walker",Medicare,44965.81,100
"Smith, Jones and Harding",Cigna,10939.26,100
"Smith, Jones and Jackson",UnitedHealthcare,13376.24,100
"Smith, King and Anderson",Blue Cross,6982.39,100
"Smith, Lee and Lara",UnitedHealthcare,22699.12,100
"Smith, Lee and Potter",Cigna,20813.31,100
"Smith, Lopez and Taylor",Medicare,45218.4,100
"Smith, Martin and George",Aetna,17234.2,100
"Smith, Martinez and Cox",Aetna,3884.1,100
"Smith, Mcmahon and Hayes",Cigna,16460.81,100
"Smith, Miller and Haley",Medicare,47814.21,100
"Smith, Morgan and Griffin",Blue Cross,45316.06,100
"Smith, Morrow and Smith",Blue Cross,4432.62,100
"Smith, Navarro and Smith",Blue Cross,16696.69,100
"Smith, Nelson and Greer",Cigna,25425.65,100
"Smith, Pennington and Lopez",Blue Cross,23339,100
"Smith, Perez and Johnson",Cigna,12862.9,100
"Smith, Pierce and Holland",UnitedHealthcare,44840.63,100
"Smith, Ramirez and Jones",Medicare,4300.14,100
"Smith, Reynolds and Jackson",Cigna,6765.83,100
"Smith, Ritter and Yang",Aetna,47482.47,100
"Smith, Rogers and Butler",Blue Cross,48524.96,100
"Smith, Ross and Richardson",UnitedHealthcare,30883.55,100
"Smith, Roth and Green",UnitedHealthcare,49270.07,100
"Smith, Sanchez and Burns",Blue Cross,46008.78,100
"Smith, Sandoval and Jones",Medicare,9643.52,100
"Smith, Scott and Rasmussen",Blue Cross,13210.93,100
